Nombre;Traduction_soussou
6299;wúlù sénní k̀ɛḿɛ ̀fírín tòngó sólómánáání nŭn sólómánáání
6300;wúlù sénní k̀ɛḿɛ sàxán
6301;wúlù sénní k̀ɛḿɛ sàxán kérén
6302;wúlù sénní k̀ɛḿɛ sàxán ̀fírín
6303;wúlù sénní k̀ɛḿɛ sàxán sàxán
6304;wúlù sénní k̀ɛḿɛ sàxán náání
6305;wúlù sénní k̀ɛḿɛ sàxán súlí
6306;wúlù sénní k̀ɛḿɛ sàxán sénní
6307;wúlù sénní k̀ɛḿɛ sàxán sólófèré
6308;wúlù sénní k̀ɛḿɛ sàxán sólómásàxán
6309;wúlù sénní k̀ɛḿɛ sàxán sólómánáání
6310;wúlù sénní k̀ɛḿɛ sàxán fuú
6311;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn kérén
6312;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn ̀fírín
6313;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn sàxán
6314;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn náání
6315;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn súlí
6316;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn sénní
6317;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn sólófèré
6318;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn sólómásàxán
6319;wúlù sénní k̀ɛḿɛ sàxán fuú nŭn sólómánáání
6320;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ
6321;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn kérén
6322;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
6323;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sàxán
6324;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn náání
6325;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn súlí
6326;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sénní
6327;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sólófèré
6328;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
6329;wúlù sénní k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
6330;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán
6331;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn kérén
6332;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn ̀fírín
6333;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn sàxán
6334;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn náání
6335;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn súlí
6336;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn sénní
6337;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn sólófèré
6338;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn sólómásàxán
6339;wúlù sénní k̀ɛḿɛ sàxán tòngó sàxán nŭn sólómánáání
6340;wúlù sénní k̀ɛḿɛ sàxán tòngó náání
6341;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn kérén
6342;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn ̀fírín
6343;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn sàxán
6344;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn náání
6345;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn súlí
6346;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn sénní
6347;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn sólófèré
6348;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn sólómásàxán
6349;wúlù sénní k̀ɛḿɛ sàxán tòngó náání nŭn sólómánáání
6350;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí
6351;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn kérén
6352;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn ̀fírín
6353;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn sàxán
6354;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn náání
6355;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn súlí
6356;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn sénní
6357;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn sólófèré
6358;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn sólómásàxán
6359;wúlù sénní k̀ɛḿɛ sàxán tòngó súlí nŭn sólómánáání
6360;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní
6361;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn kérén
6362;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn ̀fírín
6363;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn sàxán
6364;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn náání
6365;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn súlí
6366;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn sénní
6367;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn sólófèré
6368;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn sólómásàxán
6369;wúlù sénní k̀ɛḿɛ sàxán tòngó sénní nŭn sólómánáání
6370;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré
6371;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn kérén
6372;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn ̀fírín
6373;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn sàxán
6374;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn náání
6375;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn súlí
6376;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn sénní
6377;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólófèré
6378;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólómásàxán
6379;wúlù sénní k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólómánáání
6380;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán
6381;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn kérén
6382;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn ̀fírín
6383;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sàxán
6384;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn náání
6385;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn súlí
6386;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sénní
6387;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólófèré
6388;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólómásàxán
6389;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólómánáání
6390;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání
6391;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn kérén
6392;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn ̀fírín
6393;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sàxán
6394;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn náání
6395;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn súlí
6396;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sénní
6397;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólófèré
6398;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólómásàxán
6399;wúlù sénní k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólómánáání
6400;wúlù sénní k̀ɛḿɛ náání
6401;wúlù sénní k̀ɛḿɛ náání kérén
6402;wúlù sénní k̀ɛḿɛ náání ̀fírín
6403;wúlù sénní k̀ɛḿɛ náání sàxán
6404;wúlù sénní k̀ɛḿɛ náání náání
6405;wúlù sénní k̀ɛḿɛ náání súlí
6406;wúlù sénní k̀ɛḿɛ náání sénní
6407;wúlù sénní k̀ɛḿɛ náání sólófèré
6408;wúlù sénní k̀ɛḿɛ náání sólómásàxán
6409;wúlù sénní k̀ɛḿɛ náání sólómánáání
6410;wúlù sénní k̀ɛḿɛ náání fuú
6411;wúlù sénní k̀ɛḿɛ náání fuú nŭn kérén
6412;wúlù sénní k̀ɛḿɛ náání fuú nŭn ̀fírín
6413;wúlù sénní k̀ɛḿɛ náání fuú nŭn sàxán
6414;wúlù sénní k̀ɛḿɛ náání fuú nŭn náání
6415;wúlù sénní k̀ɛḿɛ náání fuú nŭn súlí
6416;wúlù sénní k̀ɛḿɛ náání fuú nŭn sénní
6417;wúlù sénní k̀ɛḿɛ náání fuú nŭn sólófèré
6418;wúlù sénní k̀ɛḿɛ náání fuú nŭn sólómásàxán
6419;wúlù sénní k̀ɛḿɛ náání fuú nŭn sólómánáání
6420;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ
6421;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn kérén
6422;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
6423;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sàxán
6424;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn náání
6425;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn súlí
6426;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sénní
6427;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólófèré
6428;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
6429;wúlù sénní k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
6430;wúlù sénní k̀ɛḿɛ náání tòngó sàxán
6431;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn kérén
6432;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn ̀fírín
6433;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn sàxán
6434;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn náání
6435;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn súlí
6436;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn sénní
6437;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn sólófèré
6438;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn sólómásàxán
6439;wúlù sénní k̀ɛḿɛ náání tòngó sàxán nŭn sólómánáání
6440;wúlù sénní k̀ɛḿɛ náání tòngó náání
6441;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn kérén
6442;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn ̀fírín
6443;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn sàxán
6444;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn náání
6445;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn súlí
6446;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn sénní
6447;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn sólófèré
6448;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn sólómásàxán
6449;wúlù sénní k̀ɛḿɛ náání tòngó náání nŭn sólómánáání
6450;wúlù sénní k̀ɛḿɛ náání tòngó súlí
6451;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn kérén
6452;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn ̀fírín
6453;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn sàxán
6454;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn náání
6455;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn súlí
6456;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn sénní
6457;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn sólófèré
6458;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn sólómásàxán
6459;wúlù sénní k̀ɛḿɛ náání tòngó súlí nŭn sólómánáání
6460;wúlù sénní k̀ɛḿɛ náání tòngó sénní
6461;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn kérén
6462;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn ̀fírín
6463;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn sàxán
6464;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn náání
6465;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn súlí
6466;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn sénní
6467;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn sólófèré
6468;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn sólómásàxán
6469;wúlù sénní k̀ɛḿɛ náání tòngó sénní nŭn sólómánáání
6470;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré
6471;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn kérén
6472;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn ̀fírín
6473;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn sàxán
6474;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn náání
6475;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn súlí
6476;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn sénní
6477;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn sólófèré
6478;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn sólómásàxán
6479;wúlù sénní k̀ɛḿɛ náání tòngó sólófèré nŭn sólómánáání
6480;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán
6481;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn kérén
6482;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn ̀fírín
6483;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn sàxán
6484;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn náání
6485;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn súlí
6486;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn sénní
6487;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólófèré
6488;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómásàxán
6489;wúlù sénní k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómánáání
6490;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání
6491;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn kérén
6492;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn ̀fírín
6493;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn sàxán
6494;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn náání
6495;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn súlí
6496;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn sénní
6497;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn sólófèré
6498;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómásàxán
6499;wúlù sénní k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómánáání
6500;wúlù sénní k̀ɛḿɛ súlí
6501;wúlù sénní k̀ɛḿɛ súlí kérén
6502;wúlù sénní k̀ɛḿɛ súlí ̀fírín
6503;wúlù sénní k̀ɛḿɛ súlí sàxán
6504;wúlù sénní k̀ɛḿɛ súlí náání
6505;wúlù sénní k̀ɛḿɛ súlí súlí
6506;wúlù sénní k̀ɛḿɛ súlí sénní
6507;wúlù sénní k̀ɛḿɛ súlí sólófèré
6508;wúlù sénní k̀ɛḿɛ súlí sólómásàxán
6509;wúlù sénní k̀ɛḿɛ súlí sólómánáání
6510;wúlù sénní k̀ɛḿɛ súlí fuú
6511;wúlù sénní k̀ɛḿɛ súlí fuú nŭn kérén
6512;wúlù sénní k̀ɛḿɛ súlí fuú nŭn ̀fírín
6513;wúlù sénní k̀ɛḿɛ súlí fuú nŭn sàxán
6514;wúlù sénní k̀ɛḿɛ súlí fuú nŭn náání
6515;wúlù sénní k̀ɛḿɛ súlí fuú nŭn súlí
6516;wúlù sénní k̀ɛḿɛ súlí fuú nŭn sénní
6517;wúlù sénní k̀ɛḿɛ súlí fuú nŭn sólófèré
6518;wúlù sénní k̀ɛḿɛ súlí fuú nŭn sólómásàxán
6519;wúlù sénní k̀ɛḿɛ súlí fuú nŭn sólómánáání
6520;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ
6521;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn kérén
6522;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
6523;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sàxán
6524;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn náání
6525;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn súlí
6526;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sénní
6527;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólófèré
6528;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
6529;wúlù sénní k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
6530;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán
6531;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn kérén
6532;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn ̀fírín
6533;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn sàxán
6534;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn náání
6535;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn súlí
6536;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn sénní
6537;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn sólófèré
6538;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn sólómásàxán
6539;wúlù sénní k̀ɛḿɛ súlí tòngó sàxán nŭn sólómánáání
6540;wúlù sénní k̀ɛḿɛ súlí tòngó náání
6541;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn kérén
6542;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn ̀fírín
6543;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn sàxán
6544;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn náání
6545;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn súlí
6546;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn sénní
6547;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn sólófèré
6548;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn sólómásàxán
6549;wúlù sénní k̀ɛḿɛ súlí tòngó náání nŭn sólómánáání
6550;wúlù sénní k̀ɛḿɛ súlí tòngó súlí
6551;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn kérén
6552;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn ̀fírín
6553;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn sàxán
6554;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn náání
6555;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn súlí
6556;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn sénní
6557;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn sólófèré
6558;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn sólómásàxán
6559;wúlù sénní k̀ɛḿɛ súlí tòngó súlí nŭn sólómánáání
6560;wúlù sénní k̀ɛḿɛ súlí tòngó sénní
6561;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn kérén
6562;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn ̀fírín
6563;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn sàxán
6564;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn náání
6565;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn súlí
6566;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn sénní
6567;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn sólófèré
6568;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn sólómásàxán
6569;wúlù sénní k̀ɛḿɛ súlí tòngó sénní nŭn sólómánáání
6570;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré
6571;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn kérén
6572;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn ̀fírín
6573;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn sàxán
6574;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn náání
6575;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn súlí
6576;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn sénní
6577;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn sólófèré
6578;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómásàxán
6579;wúlù sénní k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómánáání
6580;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán
6581;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn kérén
6582;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn ̀fírín
6583;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sàxán
6584;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn náání
6585;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn súlí
6586;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sénní
6587;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólófèré
6588;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómásàxán
6589;wúlù sénní k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómánáání
6590;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání
6591;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn kérén
6592;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn ̀fírín
6593;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn sàxán
6594;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn náání
6595;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn súlí
6596;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn sénní
6597;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólófèré
6598;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómásàxán
6599;wúlù sénní k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómánáání
6600;wúlù sénní k̀ɛḿɛ sénní
6601;wúlù sénní k̀ɛḿɛ sénní kérén
6602;wúlù sénní k̀ɛḿɛ sénní ̀fírín
6603;wúlù sénní k̀ɛḿɛ sénní sàxán
6604;wúlù sénní k̀ɛḿɛ sénní náání
6605;wúlù sénní k̀ɛḿɛ sénní súlí
6606;wúlù sénní k̀ɛḿɛ sénní sénní
6607;wúlù sénní k̀ɛḿɛ sénní sólófèré
6608;wúlù sénní k̀ɛḿɛ sénní sólómásàxán
6609;wúlù sénní k̀ɛḿɛ sénní sólómánáání
6610;wúlù sénní k̀ɛḿɛ sénní fuú
6611;wúlù sénní k̀ɛḿɛ sénní fuú nŭn kérén
6612;wúlù sénní k̀ɛḿɛ sénní fuú nŭn ̀fírín
6613;wúlù sénní k̀ɛḿɛ sénní fuú nŭn sàxán
6614;wúlù sénní k̀ɛḿɛ sénní fuú nŭn náání
6615;wúlù sénní k̀ɛḿɛ sénní fuú nŭn súlí
6616;wúlù sénní k̀ɛḿɛ sénní fuú nŭn sénní
6617;wúlù sénní k̀ɛḿɛ sénní fuú nŭn sólófèré
6618;wúlù sénní k̀ɛḿɛ sénní fuú nŭn sólómásàxán
6619;wúlù sénní k̀ɛḿɛ sénní fuú nŭn sólómánáání
6620;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ
6621;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn kérén
6622;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
6623;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sàxán
6624;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn náání
6625;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn súlí
6626;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sénní
6627;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólófèré
6628;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
6629;wúlù sénní k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
6630;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán
6631;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn kérén
6632;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn ̀fírín
6633;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn sàxán
6634;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn náání
6635;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn súlí
6636;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn sénní
6637;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn sólófèré
6638;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn sólómásàxán
6639;wúlù sénní k̀ɛḿɛ sénní tòngó sàxán nŭn sólómánáání
6640;wúlù sénní k̀ɛḿɛ sénní tòngó náání
6641;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn kérén
6642;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn ̀fírín
6643;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn sàxán
6644;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn náání
6645;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn súlí
6646;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn sénní
6647;wúlù sénní k̀ɛḿɛ sénní tòngó náání nŭn sólófèré
