Nombre;Traduction_soussou
1329;wúlù kérén k̀ɛḿɛ sàxán m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
1330;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán
1331;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn kérén
1332;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn ̀fírín
1333;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn sàxán
1334;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn náání
1335;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn súlí
1336;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn sénní
1337;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn sólófèré
1338;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn sólómásàxán
1339;wúlù kérén k̀ɛḿɛ sàxán tòngó sàxán nŭn sólómánáání
1340;wúlù kérén k̀ɛḿɛ sàxán tòngó náání
1341;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn kérén
1342;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn ̀fírín
1343;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn sàxán
1344;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn náání
1345;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn súlí
1346;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn sénní
1347;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn sólófèré
1348;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn sólómásàxán
1349;wúlù kérén k̀ɛḿɛ sàxán tòngó náání nŭn sólómánáání
1350;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí
1351;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn kérén
1352;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn ̀fírín
1353;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn sàxán
1354;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn náání
1355;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn súlí
1356;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn sénní
1357;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn sólófèré
1358;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn sólómásàxán
1359;wúlù kérén k̀ɛḿɛ sàxán tòngó súlí nŭn sólómánáání
1360;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní
1361;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn kérén
1362;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn ̀fírín
1363;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn sàxán
1364;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn náání
1365;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn súlí
1366;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn sénní
1367;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn sólófèré
1368;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn sólómásàxán
1369;wúlù kérén k̀ɛḿɛ sàxán tòngó sénní nŭn sólómánáání
1370;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré
1371;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn kérén
1372;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn ̀fírín
1373;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn sàxán
1374;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn náání
1375;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn súlí
1376;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn sénní
1377;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólófèré
1378;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólómásàxán
1379;wúlù kérén k̀ɛḿɛ sàxán tòngó sólófèré nŭn sólómánáání
1380;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán
1381;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn kérén
1382;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn ̀fírín
1383;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sàxán
1384;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn náání
1385;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn súlí
1386;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sénní
1387;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólófèré
1388;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólómásàxán
1389;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómásàxán nŭn sólómánáání
1390;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání
1391;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn kérén
1392;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn ̀fírín
1393;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sàxán
1394;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn náání
1395;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn súlí
1396;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sénní
1397;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólófèré
1398;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólómásàxán
1399;wúlù kérén k̀ɛḿɛ sàxán tòngó sólómánáání nŭn sólómánáání
1400;wúlù kérén k̀ɛḿɛ náání
1401;wúlù kérén k̀ɛḿɛ náání kérén
1402;wúlù kérén k̀ɛḿɛ náání ̀fírín
1403;wúlù kérén k̀ɛḿɛ náání sàxán
1404;wúlù kérén k̀ɛḿɛ náání náání
1405;wúlù kérén k̀ɛḿɛ náání súlí
1406;wúlù kérén k̀ɛḿɛ náání sénní
1407;wúlù kérén k̀ɛḿɛ náání sólófèré
1408;wúlù kérén k̀ɛḿɛ náání sólómásàxán
1409;wúlù kérén k̀ɛḿɛ náání sólómánáání
1410;wúlù kérén k̀ɛḿɛ náání fuú
1411;wúlù kérén k̀ɛḿɛ náání fuú nŭn kérén
1412;wúlù kérén k̀ɛḿɛ náání fuú nŭn ̀fírín
1413;wúlù kérén k̀ɛḿɛ náání fuú nŭn sàxán
1414;wúlù kérén k̀ɛḿɛ náání fuú nŭn náání
1415;wúlù kérén k̀ɛḿɛ náání fuú nŭn súlí
1416;wúlù kérén k̀ɛḿɛ náání fuú nŭn sénní
1417;wúlù kérén k̀ɛḿɛ náání fuú nŭn sólófèré
1418;wúlù kérén k̀ɛḿɛ náání fuú nŭn sólómásàxán
1419;wúlù kérén k̀ɛḿɛ náání fuú nŭn sólómánáání
1420;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ
1421;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn kérén
1422;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
1423;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sàxán
1424;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn náání
1425;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn súlí
1426;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sénní
1427;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólófèré
1428;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
1429;wúlù kérén k̀ɛḿɛ náání m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
1430;wúlù kérén k̀ɛḿɛ náání tòngó sàxán
1431;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn kérén
1432;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn ̀fírín
1433;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn sàxán
1434;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn náání
1435;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn súlí
1436;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn sénní
1437;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn sólófèré
1438;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn sólómásàxán
1439;wúlù kérén k̀ɛḿɛ náání tòngó sàxán nŭn sólómánáání
1440;wúlù kérén k̀ɛḿɛ náání tòngó náání
1441;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn kérén
1442;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn ̀fírín
1443;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn sàxán
1444;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn náání
1445;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn súlí
1446;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn sénní
1447;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn sólófèré
1448;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn sólómásàxán
1449;wúlù kérén k̀ɛḿɛ náání tòngó náání nŭn sólómánáání
1450;wúlù kérén k̀ɛḿɛ náání tòngó súlí
1451;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn kérén
1452;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn ̀fírín
1453;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn sàxán
1454;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn náání
1455;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn súlí
1456;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn sénní
1457;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn sólófèré
1458;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn sólómásàxán
1459;wúlù kérén k̀ɛḿɛ náání tòngó súlí nŭn sólómánáání
1460;wúlù kérén k̀ɛḿɛ náání tòngó sénní
1461;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn kérén
1462;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn ̀fírín
1463;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn sàxán
1464;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn náání
1465;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn súlí
1466;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn sénní
1467;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn sólófèré
1468;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn sólómásàxán
1469;wúlù kérén k̀ɛḿɛ náání tòngó sénní nŭn sólómánáání
1470;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré
1471;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn kérén
1472;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn ̀fírín
1473;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn sàxán
1474;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn náání
1475;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn súlí
1476;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn sénní
1477;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn sólófèré
1478;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn sólómásàxán
1479;wúlù kérén k̀ɛḿɛ náání tòngó sólófèré nŭn sólómánáání
1480;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán
1481;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn kérén
1482;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn ̀fírín
1483;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn sàxán
1484;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn náání
1485;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn súlí
1486;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn sénní
1487;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólófèré
1488;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómásàxán
1489;wúlù kérén k̀ɛḿɛ náání tòngó sólómásàxán nŭn sólómánáání
1490;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání
1491;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn kérén
1492;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn ̀fírín
1493;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn sàxán
1494;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn náání
1495;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn súlí
1496;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn sénní
1497;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn sólófèré
1498;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómásàxán
1499;wúlù kérén k̀ɛḿɛ náání tòngó sólómánáání nŭn sólómánáání
1500;wúlù kérén k̀ɛḿɛ súlí
1501;wúlù kérén k̀ɛḿɛ súlí kérén
1502;wúlù kérén k̀ɛḿɛ súlí ̀fírín
1503;wúlù kérén k̀ɛḿɛ súlí sàxán
1504;wúlù kérén k̀ɛḿɛ súlí náání
1505;wúlù kérén k̀ɛḿɛ súlí súlí
1506;wúlù kérén k̀ɛḿɛ súlí sénní
1507;wúlù kérén k̀ɛḿɛ súlí sólófèré
1508;wúlù kérén k̀ɛḿɛ súlí sólómásàxán
1509;wúlù kérén k̀ɛḿɛ súlí sólómánáání
1510;wúlù kérén k̀ɛḿɛ súlí fuú
1511;wúlù kérén k̀ɛḿɛ súlí fuú nŭn kérén
1512;wúlù kérén k̀ɛḿɛ súlí fuú nŭn ̀fírín
1513;wúlù kérén k̀ɛḿɛ súlí fuú nŭn sàxán
1514;wúlù kérén k̀ɛḿɛ súlí fuú nŭn náání
1515;wúlù kérén k̀ɛḿɛ súlí fuú nŭn súlí
1516;wúlù kérén k̀ɛḿɛ súlí fuú nŭn sénní
1517;wúlù kérén k̀ɛḿɛ súlí fuú nŭn sólófèré
1518;wúlù kérén k̀ɛḿɛ súlí fuú nŭn sólómásàxán
1519;wúlù kérén k̀ɛḿɛ súlí fuú nŭn sólómánáání
1520;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ
1521;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn kérén
1522;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
1523;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sàxán
1524;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn náání
1525;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn súlí
1526;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sénní
1527;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólófèré
1528;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
1529;wúlù kérén k̀ɛḿɛ súlí m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
1530;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán
1531;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn kérén
1532;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn ̀fírín
1533;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn sàxán
1534;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn náání
1535;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn súlí
1536;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn sénní
1537;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn sólófèré
1538;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn sólómásàxán
1539;wúlù kérén k̀ɛḿɛ súlí tòngó sàxán nŭn sólómánáání
1540;wúlù kérén k̀ɛḿɛ súlí tòngó náání
1541;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn kérén
1542;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn ̀fírín
1543;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn sàxán
1544;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn náání
1545;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn súlí
1546;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn sénní
1547;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn sólófèré
1548;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn sólómásàxán
1549;wúlù kérén k̀ɛḿɛ súlí tòngó náání nŭn sólómánáání
1550;wúlù kérén k̀ɛḿɛ súlí tòngó súlí
1551;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn kérén
1552;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn ̀fírín
1553;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn sàxán
1554;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn náání
1555;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn súlí
1556;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn sénní
1557;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn sólófèré
1558;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn sólómásàxán
1559;wúlù kérén k̀ɛḿɛ súlí tòngó súlí nŭn sólómánáání
1560;wúlù kérén k̀ɛḿɛ súlí tòngó sénní
1561;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn kérén
1562;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn ̀fírín
1563;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn sàxán
1564;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn náání
1565;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn súlí
1566;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn sénní
1567;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn sólófèré
1568;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn sólómásàxán
1569;wúlù kérén k̀ɛḿɛ súlí tòngó sénní nŭn sólómánáání
1570;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré
1571;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn kérén
1572;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn ̀fírín
1573;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn sàxán
1574;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn náání
1575;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn súlí
1576;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn sénní
1577;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn sólófèré
1578;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómásàxán
1579;wúlù kérén k̀ɛḿɛ súlí tòngó sólófèré nŭn sólómánáání
1580;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán
1581;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn kérén
1582;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn ̀fírín
1583;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sàxán
1584;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn náání
1585;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn súlí
1586;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sénní
1587;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólófèré
1588;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómásàxán
1589;wúlù kérén k̀ɛḿɛ súlí tòngó sólómásàxán nŭn sólómánáání
1590;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání
1591;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn kérén
1592;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn ̀fírín
1593;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn sàxán
1594;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn náání
1595;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn súlí
1596;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn sénní
1597;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólófèré
1598;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómásàxán
1599;wúlù kérén k̀ɛḿɛ súlí tòngó sólómánáání nŭn sólómánáání
1600;wúlù kérén k̀ɛḿɛ sénní
1601;wúlù kérén k̀ɛḿɛ sénní kérén
1602;wúlù kérén k̀ɛḿɛ sénní ̀fírín
1603;wúlù kérén k̀ɛḿɛ sénní sàxán
1604;wúlù kérén k̀ɛḿɛ sénní náání
1605;wúlù kérén k̀ɛḿɛ sénní súlí
1606;wúlù kérén k̀ɛḿɛ sénní sénní
1607;wúlù kérén k̀ɛḿɛ sénní sólófèré
1608;wúlù kérén k̀ɛḿɛ sénní sólómásàxán
1609;wúlù kérén k̀ɛḿɛ sénní sólómánáání
1610;wúlù kérén k̀ɛḿɛ sénní fuú
1611;wúlù kérén k̀ɛḿɛ sénní fuú nŭn kérén
1612;wúlù kérén k̀ɛḿɛ sénní fuú nŭn ̀fírín
1613;wúlù kérén k̀ɛḿɛ sénní fuú nŭn sàxán
1614;wúlù kérén k̀ɛḿɛ sénní fuú nŭn náání
1615;wúlù kérén k̀ɛḿɛ sénní fuú nŭn súlí
1616;wúlù kérén k̀ɛḿɛ sénní fuú nŭn sénní
1617;wúlù kérén k̀ɛḿɛ sénní fuú nŭn sólófèré
1618;wúlù kérén k̀ɛḿɛ sénní fuú nŭn sólómásàxán
1619;wúlù kérén k̀ɛḿɛ sénní fuú nŭn sólómánáání
1620;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ
1621;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn kérén
1622;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn ̀fírín
1623;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sàxán
1624;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn náání
1625;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn súlí
1626;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sénní
1627;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólófèré
1628;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómásàxán
1629;wúlù kérén k̀ɛḿɛ sénní m̀ɔx̀ɔǵɛŋ nŭn sólómánáání
1630;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán
1631;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán nŭn kérén
1632;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán nŭn ̀fírín
1633;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán nŭn sàxán
1634;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán nŭn náání
1635;wúlù kérén k̀ɛḿɛ sénní tòngó sàxán nŭn súlí
